PROJECT_RID,LSite,REF_MACRO_SAMPLE_TYPE.MACRO_SAMPLE_TYPE_NAME,ACTIVITY_NO,SAMPLE_NO,Stream,Date,TAXA_COUNT,INDIVIDUALS_COUNT,EPT_INDEX,PCT_ORTHOCLADIINAE_TANYTARSINI,PCT_NONINSECT_NO_ASTACIDAE,DIPTERA_TAXA,PCT_INTOLERANT,PCT_TOLERANT,PCT_PREDATORS_FFG_1,PCT_SHREDDERS_SCRAPPERS_FFG_1,PCT_COLLECTOR_FILTERERS_FFG_1,PCT_SPRAWLERS,12-Digit HUC
895,LMJ110-0128,MHAB,AA62678,100720101,Pigeon Creek,20-Jul-10,31,109,8,20,38.53,5,23.85,8.26,11.01,10.09,8.26,0.92,040500011009
895,LEJ080-0016,MHAB,AA62690,100720301,Leins Ditch,20-Jul-10,43,171,8,33.33,35.09,15,30.41,9.36,8.77,17.54,7.6,1.17,041000030601
895,LEJ090-0040,MHAB,AA62680,100720302,Peckhart Ditch,20-Jul-10,44,201,4,13.43,4.48,13,10.45,8.46,13.93,8.96,6.97,0,041000030702
895,LEJ090-0040,MHAB,AB02141,100720303,Peckhart Ditch,20-Jul-10,55,242,5,2.44,3.31,13,11.57,19.01,19.83,9.5,3.31,0.41,041000030702
895,LMJ110-0124,MHAB,AA62699,100720102,Pigeon Creek,20-Jul-10,28,99,7,40,16.16,4,33.33,8.08,8.08,16.16,35.35,0,040500011002
895,LEJ090-0041,MHAB,AA62683,100720304,Black Creek,20-Jul-10,30,97,5,0,18.56,7,18.56,1.03,11.34,15.46,35.05,1.03,041000030704
895,LEJ060-0015,MHAB,AA62696,100720103,Big Run,20-Jul-10,34,130,4,58.33,10.77,8,30,13.08,13.85,13.08,24.62,1.54,041000030502
895,LMJ180-0049,MHAB,AA62698,100721101,South Branch Elkhart River,21-Jul-10,39,187,7,0,14.44,6,22.99,9.63,26.2,5.88,26.74,0,040500011604
895,LMJ170-0080,MHAB,AA62677,100721102,Middle Br Elkhart River,21-Jul-10,35,110,6,17.65,24.55,8,14.55,3.64,33.64,6.36,10,3.64,040500011505
895,LES030-0002,MHAB,AA62681,100721301,Saint Marys River,21-Jul-10,20,47,4,0,12.77,4,12.77,8.51,29.79,14.89,4.26,0,041000040305
895,OLP140-0098,MHAB,AB02134,100726105,Little Pigeon Creek,26-Jul-10,35,177,2,3.57,57.63,8,1.13,16.38,24.86,3.39,11.3,1.13,051402010908
895,OHP030-0027,MHAB,AB02122,100726103,Pigeon Creek,26-Jul-10,35,106,5,0,4.72,7,13.21,0.94,43.4,1.89,9.43,0.94,051402020203
895,OBS150-0025,MHAB,AA62467,100726301,Blue River,26-Jul-10,54,170,15,33.33,24.12,8,15.29,1.76,19.41,22.94,7.65,1.76,051401040905
895,OHP040-0036,MHAB,AA62471,100726101,Tributary of Bluegrass Creek,26-Jul-10,19,111,2,0,28.83,1,0.9,45.95,21.62,28.83,0,0,051402020301
895,OHP030-0027,MHAB,AA62488,100726102,Pigeon Creek,26-Jul-10,31,108,4,3.03,5.56,6,2.78,9.26,22.22,13.89,2.78,0,051402020203
895,OLP140-0098,MHAB,AA62485,100726104,Little Pigeon Creek,26-Jul-10,23,104,0,0,31.73,6,0,18.27,42.31,4.81,9.62,0.96,051402010908
895,OLP140-0100,MHAB,AA62466,100727101,East Fork Little Pigeon Creek,27-Jul-10,29,156,3,8.54,1.92,11,3.21,1.92,25.64,7.05,3.85,0,051402010908
895,OLP110-0001,MHAB,AA62457,100727102,Honey Creek,27-Jul-10,36,102,3,41.67,16.67,6,7.84,7.84,29.41,3.92,3.92,0.98,051402010801
895,OLP110-0001,MHAB,AB03350,100727103,Honey Creek,27-Jul-10,35,162,4,57.14,19.14,5,12.35,6.79,27.78,9.88,3.09,0.62,051402010801
895,OBS120-0016,MHAB,AA62463,100727301,Blue River,27-Jul-10,50,237,15,30.77,9.7,11,9.7,1.69,8.44,37.97,7.17,0.42,051401040706
895,OLP080-0010,MHAB,AA62470,100727104,Crooked Creek,27-Jul-10,20,67,3,20,2.99,3,22.39,2.99,25.37,5.97,1.49,2.99,051402010501
895,OLP080-0010,MHAB,AB02135,100727105,Crooked Creek,27-Jul-10,37,156,4,10.53,5.77,10,28.85,8.97,32.05,5.13,2.56,1.28,051402010501
895,OBS180-0022,MHAB,AA62482,100728101,Camp Fork Creek,28-Jul-10,25,78,5,11.76,26.92,10,10.26,0,14.1,11.54,3.85,5.13,051401041101
895,OBS180-0022,MHAB,AB02136,100728102,Camp Fork Creek,28-Jul-10,13,47,3,7.69,19.15,5,14.89,0,14.89,0,2.13,0,051401041101
895,OBS150-0027,MHAB,AA62478,100728301,Blue River,28-Jul-10,64,268,17,45.45,11.94,12,22.39,2.61,18.66,19.4,17.54,0.75,051401040903
895,LMJ180-0052,MHAB,AA62691,100802301,Rimmell Branch,02-Aug-10,35,189,4,27.78,37.04,10,15.87,6.35,17.99,3.7,11.11,2.12,040500011603
895,LMJ190-0032,MHAB,AA62670,100802302,Solomon Creek,02-Aug-10,27,107,5,0,57.94,6,9.35,8.41,10.28,14.02,0,3.74,040500011803
895,LEJ050-0068,MHAB,AA62686,100803301,Fish Creek,03-Aug-10,33,85,3,0,9.41,9,1.18,2.35,36.47,2.35,4.71,11.76,041000030406
895,LMJ240-0046,MHAB,AA62673,100803302,Bowman Creek,03-Aug-10,22,198,1,0,79.8,3,4.55,3.54,5.05,2.02,0,0,040500012205
895,LEM010-0051,MHAB,AA62697,100809301,Maumee River,09-Aug-10,37,175,6,14.29,37.14,6,2.86,6.29,9.14,10.86,0.57,0.57,041000050103
895,OHP020-0026,MHAB,AA62480,100810301,Tributary of Pigeon Creek,10-Aug-10,39,233,0,16.2,15.02,21,0.86,35.62,21.46,13.3,11.16,0.43,051402020104
895,OHP020-0026,MHAB,AB02142,100810302,Tributary of Pigeon Creek,10-Aug-10,34,211,0,9.56,14.22,20,0,46.45,35.55,12.8,8.53,3.32,051402020104
895,OHP030-0026,MHAB,AA62462,100811301,Pigeon Creek,11-Aug-10,34,117,4,0,8.55,11,3.42,7.69,32.48,8.55,4.27,0.85,051402020204
895,LMJ190-0031,MHAB,AA62669,100811101,Elkhart River,11-Aug-10,37,127,14,0,28.35,8,37.01,1.57,10.24,12.6,11.02,3.15,040500011805
895,OML060-0017,MHAB,AA62484,100816101,Tub Creek,16-Aug-10,31,96,4,3.39,5.21,13,11.46,26.04,9.38,4.17,13.54,1.04,050902030501
895,OML030-0015,MHAB,AA62456,100816102,West Fork Tanners Creek,16-Aug-10,18,87,6,0,5.75,4,55.17,2.3,4.6,12.64,8.05,0,050902030302
895,LMG040-0012,MHAB,AA62679,100816301,Deep River,16-Aug-10,36,133,4,7.41,39.85,9,8.27,10.53,28.57,3.76,6.02,7.52,040400010508
895,OML040-0012,MHAB,AA62490,100816103,Little Hogan Creek,16-Aug-10,18,67,4,0,5.97,5,49.25,5.97,11.94,8.96,4.48,0,050902030401
895,OML040-0012,MHAB,AB02137,100816104,Little Hogan Creek,16-Aug-10,16,55,5,0,18.18,4,20,5.45,1.82,3.64,9.09,0,050902030401
895,OML040-0014,MHAB,AA62464,100816105,Allen Branch,16-Aug-10,15,99,4,0,2.02,6,47.47,2.02,3.03,7.07,3.03,1.01,050902030403
895,OML060-0019,MHAB,AA62469,100817101,Laughery Creek,17-Aug-10,34,171,6,2.78,20.47,8,11.11,1.17,14.04,7.6,23.39,0.58,050902030506
895,OML070-0021,MHAB,AA62479,100817102,Laughery Creek,17-Aug-10,30,86,4,30.77,37.21,7,5.81,3.49,15.12,10.47,6.98,3.49,050902030601
895,OML070-0021,MHAB,AB02138,100817103,Laughery Creek,17-Aug-10,45,210,8,22.22,10.48,8,10.48,4.29,20.48,9.05,6.67,1.43,050902030601
895,LMJ150-0023,MHAB,AA62667,100817301,Saint Joseph River,17-Aug-10,18,69,4,16.67,50.72,4,18.84,4.35,8.7,5.8,8.7,0,040500012004
895,OML200-0018,MHAB,AA62461,100817104,Indian Creek,17-Aug-10,15,88,3,8.7,1.14,6,18.18,0,1.14,4.55,4.55,0,050902030902
895,OSK030-0017,MHAB,AA62459,100817105,Indian Kentuck Creek,17-Aug-10,17,157,8,0,0,4,56.05,0,1.27,4.46,0.64,0,051401010205
895,LMJ130-0008,MHAB,AA62676,100817302,Saint Joseph River,17-Aug-10,26,87,5,0,64.37,3,6.9,2.3,11.49,6.9,27.59,0,040500011305
895,OSK030-0019,MHAB,AA62449,100817106,West Fork Indian Kentuck Creek,17-Aug-10,19,131,6,25,6.11,4,16.79,4.58,6.11,3.05,0,0,051401010204
895,LEM010-0052,MHAB,AA62665,100818301,Maumee River,18-Aug-10,40,124,3,5.13,21.77,12,3.23,4.03,29.84,4.84,12.1,0,041000050102
895,OSK100-0001,MHAB,AA62487,100818101,Lancassange Creek,18-Aug-10,27,84,7,0,8.33,4,16.67,5.95,20.24,21.43,8.33,0,051401010605
895,LEJ100-0026,MHAB,AA62693,100818302,Saint Joseph River,18-Aug-10,22,63,2,0,3.17,7,0,3.17,38.1,1.59,36.51,3.17,041000030806
895,OSK150-0005,MHAB,AA62492,100818102,Falling Run,18-Aug-10,25,84,3,0,36.9,6,9.52,32.14,22.62,9.52,3.57,0,051401010904
895,LEM010-0046,MHAB,AA62700,100823101,Maumee River,23-Aug-10,39,203,14,0,14.78,6,44.33,0.99,6.4,10.34,34.98,0,041000050105
895,LMJ200-0060,MHAB,AA62692,100823102,Turkey Creek,23-Aug-10,40,165,4,10.87,7.27,13,26.06,6.06,20.61,12.12,15.15,1.82,040500011704
895,OBS090-0011,MHAB,AA62473,100824101,Crandall Branch,24-Aug-10,28,85,6,28.57,17.65,6,30.59,10.59,12.94,11.76,11.76,1.18,051401040403
895,OBS140-0010,MHAB,AA62454,100824102,Blue River,24-Aug-10,57,168,17,43.75,17.86,12,27.38,1.19,11.31,33.33,18.45,4.17,051401040805
895,OBS140-0010,MHAB,AB02139,100824103,Blue River,24-Aug-10,46,155,15,50,14.84,7,19.35,1.29,9.03,49.68,15.48,1.29,051401040805
895,OBS090-0009,MHAB,AA62451,100825101,Indian Creek,25-Aug-10,60,349,14,32.69,20.34,13,28.08,2.01,12.61,8.6,36.1,2.29,051401040403
895,OBS090-0008,MHAB,AA62489,100825102,Indian Creek,25-Aug-10,38,166,13,0,12.05,2,24.1,3.01,28.31,28.31,9.04,0,051401040403
895,OSK140-0040,MHAB,AA62483,100825301,Blue Lick Creek,25-Aug-10,23,195,8,0,6.67,5,31.28,2.56,6.15,2.05,0.51,1.03,051401010803
895,OSK140-0041,MHAB,AA62458,100830101,Silver Creek,30-Aug-10,27,115,1,28.57,35.65,7,4.35,20,44.35,4.35,4.35,0.87,051401010806
895,OLP070-0064,MHAB,AA62477,100831101,Anderson River,31-Aug-10,47,177,3,9.59,24.29,13,2.82,12.99,24.29,8.47,10.17,2.26,051402010405
895,OLP070-0064,MHAB,AB02140,100831102,Anderson River,31-Aug-10,40,159,3,14.58,11.32,8,2.52,13.84,35.22,11.32,6.92,1.89,051402010405
895,OLP140-0099,MHAB,AA62493,100831103,Little Pigeon Creek,31-Aug-10,29,124,1,0,0.81,5,0,2.42,78.23,2.42,0,0.81,051402010905
895,OBS180-0025,MHAB,AA62465,100907301,Little Blue River,07-Sep-10,67,255,15,40.63,31.76,20,27.84,3.53,22.75,6.27,21.57,4.31,051401041107
895,OBS180-0025,MHAB,AB02143,100907302,Little Blue River,07-Sep-10,53,200,12,46.43,10,12,16,2,15.5,24,18.5,1,051401041107
895,OBS150-0024,MHAB,AB01289,100907303,Blue River,07-Sep-10,76,460,20,43.21,20.87,21,29.35,3.48,17.61,9.35,21.74,2.39,051401040905
895,OBS150-0024,MHAB,AB02144,100907304,Blue River,07-Sep-10,57,142,15,53.57,10.56,17,30.28,2.11,21.13,9.15,19.01,1.41,051401040905
895,OBS120-0015,MHAB,AA62455,100908301,Mill Creek,08-Sep-10,42,193,10,35,18.65,11,25.39,1.55,15.03,29.02,12.44,2.59,051401040704
895,OBS120-0015,MHAB,AB02145,100908302,Mill Creek,08-Sep-10,35,70,8,14.29,15.71,5,22.86,1.43,28.57,17.14,11.43,0,051401040704
895,OSK060-0001,MHAB,AA62460,100913301,Bull Creek,13-Sep-10,29,83,6,9.09,10.84,8,22.89,7.23,18.07,8.43,2.41,6.02,051401010603
895,OSK070-0018,MHAB,AA62450,100913302,Fourteenmile Creek,13-Sep-10,42,194,8,42.31,14.95,13,29.38,10.31,18.04,4.12,3.61,6.19,051401010403
895,OSK070-0018,MHAB,AB02146,100913303,Fourteenmile Creek,13-Sep-10,38,187,6,39.13,9.63,10,29.95,13.37,32.09,4.28,6.95,2.67,051401010403
895,OSK070-0018,MHAB,AB02147,100913304,Fourteenmile Creek,13-Sep-10,21,49,6,14.29,10.2,5,12.24,8.16,16.33,0,4.08,0,051401010403
1902,WWU-01-0006,MHAB,AB03507,110711301,White River,11-Jul-11,53,146,10,13.64,19.86,15,15.07,6.85,15.75,14.38,4.11,7.53,051202010110
1902,WWU-13-0006,MHAB,AB03526,110711101,West Fork White Lick Creek,11-Jul-11,52,170,10,20,10.59,19,31.18,7.65,11.18,11.18,31.18,1.18,051202011301
1902,WWE-05-0005,MHAB,AB03528,110711102,Mill Creek Ditch,11-Jul-11,37,130,7,27.5,14.62,12,22.31,16.15,6.92,32.31,6.92,0.77,051202030503
1902,WWU-05-0001,MHAB,AB03504,110711302,Duck Creek,11-Jul-11,63,286,10,14.44,16.08,24,18.88,6.29,12.24,17.48,23.78,1.4,051202010505
1902,WWE-04-0003,MHAB,AB03498,110712101,Big Walnut Creek,12-Jul-11,39,148,13,25.68,1.35,15,22.3,2.03,6.08,9.46,25,1.35,051202030403
1902,WWU-03-0001,MHAB,AB03508,110712301,White River,12-Jul-11,46,354,9,38.64,16.95,18,18.64,2.26,3.39,7.34,47.46,3.67,051202010305
1902,WWE-07-0005,MHAB,AB03500,110712102,Croys Creek,12-Jul-11,30,86,7,63.16,3.49,8,40.7,3.49,29.07,4.65,16.28,0,051202030702
1902,WWU-09-0004,MHAB,AB03510,110712302,Mud Creek,12-Jul-11,45,187,6,34.62,20.86,13,12.3,12.3,13.9,17.65,8.02,0,051202010901
1902,WWU-09-0003,MHAB,AB03541,110713301,Fall Creek,13-Jul-11,56,293,17,22.22,1.02,19,49.15,0.68,12.29,8.53,20.82,5.8,051202010904
1902,WWE-07-0003,MHAB,AB03512,110713101,Hog Creek,13-Jul-11,24,82,6,50,19.51,4,30.49,2.44,18.29,6.1,13.41,0,051202030706
1902,WWE-07-0001,MHAB,AB03499,110713102,Jordan Creek,13-Jul-11,52,152,13,64.71,12.5,15,16.45,2.63,15.79,3.29,16.45,3.29,051202030703
1902,WWU-10-0002,MHAB,AB03503,110713302,Carmel Creek,13-Jul-11,32,125,4,18.33,8.8,13,15.2,4,4.8,4.8,28,0.8,051202011003
1902,WWL-02-0003,MHAB,AB03521,110713103,Rattlesnake Creek,13-Jul-11,49,127,10,35.29,3.94,15,29.13,0.79,28.35,4.72,8.66,2.36,051202020204
1902,WWU-11-0004,MHAB,AB03540,110713303,Little Eagle Creek,13-Jul-11,27,117,2,7.29,5.13,16,6.84,7.69,30.77,1.71,4.27,26.5,051202011109
1902,WWU-08-0002,MHAB,AB03537,110718301,Lick Creek,18-Jul-11,59,195,16,26.32,10.77,13,32.31,2.56,10.77,12.31,33.85,1.54,051202010807
1902,WWL-07-0002,MHAB,AB03511,110718101,Prairie Creek,18-Jul-11,37,152,5,10.26,1.97,15,3.29,9.87,24.34,7.89,9.87,0.66,051202020707
1902,WWL-04-0001,MHAB,AB03527,110718102,Miller Creek,18-Jul-11,39,158,5,42.86,18.35,17,2.53,8.23,13.29,15.82,20.25,1.27,051202020402
1902,WWU-11-0005,MHAB,AB03517,110719301,Eagle Creek,19-Jul-11,53,561,10,51.4,4.1,28,28.16,2.67,6.06,2.32,41,4.1,051202011110
1902,WWE-02-0002,MHAB,AB03536,110719101,Little Walnut Creek,19-Jul-11,57,155,16,43.75,6.45,16,33.55,1.29,8.39,15.48,24.52,3.87,051202030203
1902,WWU-15-0003,MHAB,AB03525,110719302,Sycamore Creek,19-Jul-11,42,216,10,31.43,4.17,17,31.02,0.46,17.59,6.02,32.87,6.48,051202011501
1902,WWL-03-0003,MHAB,AB03542,110720101,Plummer Creek,20-Jul-11,44,128,4,11.11,23.44,10,3.13,10.94,14.84,16.41,0.78,0.78,051202020307
1914,WWU-14-0004,MHAB,AB03970,110720301,South Prong Stotts Creek,20-Jul-11,63,332,12,53.03,2.41,34,31.93,2.71,12.95,8.43,43.98,5.72,051202011404
1914,WWU-14-0003,MHAB,AB03971,110720302,South Prong Stotts Creek,20-Jul-11,45,159,4,24.64,5.66,22,27.04,8.81,26.42,5.03,29.56,10.69,051202011404
1914,WSA-04-0004,MHAB,AB03973,110725101,Majenica Creek,25-Jul-11,45,260,8,11.76,25,8,13.46,20.38,17.69,15,11.15,0.38,051201020403
1902,WWU-13-0003,MHAB,AB03522,110725301,White Lick Creek,25-Jul-11,65,640,19,40.43,0.94,30,45,6.72,4.06,1.25,40.31,1.56,051202011310
1902,WWU-13-0003,MHAB,AB05257,110725302,White Lick Creek,25-Jul-11,80,452,19,25.65,4.42,28,33.19,7.74,14.38,7.52,24.12,4.87,051202011310
1914,WUW-14-0001,MHAB,AB03972,110725102,Mill Creek,25-Jul-11,40,171,9,52.38,1.17,17,28.07,1.17,6.43,16.96,54.39,7.02,051201011404
1914,WWU-14-0005,MHAB,AB03969,110725303,North Prong Stotts Creek,25-Jul-11,46,444,12,13.89,0.68,15,36.26,1.13,7.21,4.5,46.85,1.8,051202011405
1914,LMJ-21-0010,MHAB,AB03968,110726101,Davidhizer Ditch,26-Jul-11,15,159,0,0,22.64,6,0.63,31.45,3.14,16.35,58.49,0,040500012102
1902,WWE-08-0003,MHAB,AB03513,110726301,Eel River,26-Jul-11,22,38,4,0,23.68,6,15.79,18.42,26.32,2.63,5.26,2.63,051202030805
1902,WWL-01-0003,MHAB,AB03531,110726102,Beanblossom Creek,26-Jul-11,41,112,7,15.38,12.5,11,25.89,8.04,25.89,18.75,23.21,2.68,051202020101
1902,WWL-01-0003,MHAB,AB05038,110726103,Beanblossom Creek,26-Jul-11,42,110,14,13.33,2.73,9,36.36,0.91,25.45,11.82,30,1.82,051202020101
1902,WWL-01-0004,MHAB,AB03514,110727101,Beanblossom Creek,27-Jul-11,29,81,3,25,25.93,7,4.94,4.94,13.58,8.64,6.17,0,051202020107
1902,WWU-08-0004,MHAB,AB03520,110727301,Deer Creek,27-Jul-11,47,156,6,6.67,36.54,15,12.82,13.46,26.28,21.15,9.62,6.41,051202010803
1902,WWU-09-0002,MHAB,AB03518,110801301,Fall Creek,01-Aug-11,44,147,6,46.88,8.84,15,4.08,6.8,19.05,4.76,14.97,6.12,051202010904
1916,WWL-03-0017,MHAB,AB04651,110808301,Richland Creek,08-Aug-11,46,144,8,20,27.78,15,10.42,7.64,11.11,22.92,6.94,2.78,051202020301
1916,WWL-03-0010,MHAB,AB04645,110808101,Tributary of Black Ankle Creek,08-Aug-11,13,27,1,0,18.52,1,11.11,18.52,7.41,14.81,7.41,0,051202020307
1916,WWL-03-0026,MHAB,AB04659,110808303,Richland Creek,08-Aug-11,40,352,13,20,25.28,8,21.59,9.94,7.95,40.06,7.39,1.99,051202020301
1916,WWL-03-0025,MHAB,AB04658,110808103,Plummer Creek,08-Aug-11,31,87,4,40,41.38,4,12.64,5.75,21.84,12.64,4.6,0,051202020307
1916,WWL-03-0035,MHAB,AB04668,110808305,Richland Creek,08-Aug-11,40,211,10,23.08,14.22,8,15.17,7.11,10.43,36.97,14.22,1.9,051202020301
1916,WWL-03-0012,MHAB,AB04647,110808307,Tributary of Richland Creek,08-Aug-11,31,159,4,0,57.86,8,4.4,4.4,5.03,6.29,0,1.26,051202020301
1916,WWL-03-0014,MHAB,AB04649,110808105,Flyblow Branch,08-Aug-11,25,55,1,0,40,5,1.82,47.27,23.64,50.91,3.64,1.82,051202020309
1916,WWL-03-0029,MHAB,AB04662,110809301,Tributary of Richland Creek,09-Aug-11,40,387,8,8.7,49.1,13,15.25,40.57,1.29,28.17,8.01,1.03,051202020301
1916,WWL-03-0039,MHAB,AB04672,110809101,Plummer Creek,09-Aug-11,38,85,1,0,4.71,9,5.88,2.35,44.71,3.53,0,11.76,051202020309
1916,WWL-03-0031,MHAB,AB04664,110809303,Little Richland Creek,09-Aug-11,77,381,21,34.48,18.9,27,31.5,6.3,8.4,17.06,30.18,1.31,051202020301
1916,WWL-03-0009,MHAB,AB04644,110809103,Tributary of Plummer Creek,09-Aug-11,23,106,2,2.86,2.83,11,0.94,30.19,22.64,10.38,1.89,16.04,051202020309
1916,WWL-03-0011,MHAB,AB04646,110809305,Tributary of Richland Creek,09-Aug-11,35,74,3,5.56,18.92,13,9.46,10.81,40.54,6.76,6.76,10.81,051202020302
1916,WWL-03-0027,MHAB,AB04660,110809105,Ore Branch,09-Aug-11,29,67,5,33.33,2.99,4,11.94,1.49,35.82,2.99,1.49,1.49,051202020308
1916,WWL-03-0008,MHAB,AB04643,110810101,Wildcat Branch,10-Aug-11,31,100,4,100,16,1,6,27,24,17,0,0,051202020308
1916,WWL-03-0015,MHAB,AB04650,110810301,Tributary of Richland Creek,10-Aug-11,41,156,9,57.14,10.9,10,40.38,0.64,18.59,20.51,26.92,0.64,051202020302
1916,WWL-03-0038,MHAB,AB04671,110810303,Richland Creek,10-Aug-11,68,336,18,46.67,11.9,20,43.15,1.49,21.43,22.32,31.25,2.38,051202020302
1916,WWL-03-0021,MHAB,AB04654,110810102,Ore Branch,10-Aug-11,37,112,15,0,6.25,4,49.11,0,13.39,19.64,31.25,2.68,051202020308
1916,WWL-03-0018,MHAB,AB04652,110810305,Camp Creek,10-Aug-11,58,142,18,4.17,5.63,20,33.1,1.41,15.49,11.27,26.76,11.27,051202020305
1916,WWL-03-0013,MHAB,AB04648,110815301,Tributary of Richland Creek,15-Aug-11,59,267,9,37.8,5.99,20,14.98,3,32.21,5.24,10.49,7.49,051202020305
1916,WWL-03-0013,MHAB,AB05263,110815303,Tributary of Richland Creek,15-Aug-11,64,427,12,61.75,5.62,26,18.74,2.58,25.29,5.15,11.94,10.3,051202020305
1916,WWL-03-0033,MHAB,AB04666,110815101,Stalcup Branch,15-Aug-11,51,174,16,30,16.67,16,43.68,8.05,6.9,8.62,36.78,2.3,051202020306
1916,WWL-03-0030,MHAB,AB04663,110815103,Clifty Branch,15-Aug-11,26,59,3,33.33,20.34,5,3.39,3.39,27.12,5.08,6.78,0,051202020306
1916,WWL-03-0030,MHAB,AB05275,110815104,Clifty Branch,15-Aug-11,37,89,4,45.45,25.84,10,3.37,15.73,23.6,6.74,8.99,0,051202020306
1916,WWL-03-0037,MHAB,AB04670,110815305,Beech Creek,15-Aug-11,50,160,5,34.29,38.75,20,6.25,11.88,18.75,11.88,5,2.5,051202020304
1916,WWL-03-0022,MHAB,AB04655,110815106,Little Clifty Branch,15-Aug-11,29,101,0,4.35,10.89,11,0.99,42.57,33.66,17.82,0.99,6.93,051202020306
1916,WWL-03-0036,MHAB,AB04669,110815306,Beech Creek,15-Aug-11,47,117,7,37.04,17.09,16,13.68,9.4,20.51,8.55,12.82,2.56,051202020304
1916,WWL-03-0032,MHAB,AB04665,110816101,Beech Creek,16-Aug-11,36,112,8,25,6.25,9,18.75,2.68,12.5,10.71,5.36,0,051202020304
1916,WWL-03-0032,MHAB,AB05278,110816102,Beech Creek,16-Aug-11,53,365,11,20.55,3.01,22,36.71,4.93,13.15,2.19,2.74,2.47,051202020304
1916,WWL-03-0028,MHAB,AB04661,110816103,Beech Creek,16-Aug-11,44,94,6,35.29,17.02,15,22.34,2.13,17.02,3.19,12.77,5.32,051202020304
1916,WWL-03-0028,MHAB,AB05273,110816104,Beech Creek,16-Aug-11,40,152,9,35.48,33.55,15,19.08,1.32,11.84,2.63,7.24,5.26,051202020304
1916,WWL-03-0023,MHAB,AB04656,110816105,Bridge Creek,16-Aug-11,49,342,4,19.23,41.81,18,3.51,15.5,9.94,13.74,4.09,0.58,051202020303
1916,WWL-03-0024,MHAB,AB04657,110816106,Bridge Creek,16-Aug-11,43,134,3,25,48.51,10,3.73,26.12,31.34,13.43,6.72,1.49,051202020303
1902,WWU-03-0002,MHAB,AB03535,110817101,White River,17-Aug-11,50,178,14,16.67,10.67,11,32.02,5.62,23.6,7.3,20.79,1.69,051202010310
1902,WWU-03-0002,MHAB,AB05071,110817102,White River,17-Aug-11,81,383,15,10.47,13.84,21,18.54,7.83,20.37,12.27,21.41,4.18,051202010310
1916,WWL-03-0034,MHAB,AB04667,110822101,Plummer Creek,22-Aug-11,38,70,3,0,34.29,5,10,7.14,30,17.14,10,0,051202020307
1902,WWL-10-0004,MHAB,AB03538,110912101,White River,12-Sep-11,23,195,5,5.77,2.05,9,3.59,2.56,62.56,1.03,15.9,4.62,051202021006
1902,WWL-08-0003,MHAB,AB03519,110913101,White River,13-Sep-11,24,145,9,21.74,0,10,19.31,1.38,50.34,3.45,32.41,0.69,051202020804
1902,WWL-10-0005,MHAB,AB03539,110914101,White River,14-Sep-11,26,144,3,0,9.03,7,1.39,7.64,68.06,7.64,11.81,1.39,051202021003
1902,WWU-17-0003,MHAB,AB03515,110919101,White River,19-Sep-11,49,799,14,18.29,14.77,25,19.15,18.02,11.39,1.25,47.56,0.88,051202011704
1902,WWU-15-0001,MHAB,AB03506,111003301,West Fork White River,03-Oct-11,31,170,12,28.57,0.59,15,50,0,5.88,8.24,22.35,4.71,051202011503
1902,WWL-05-0001,MHAB,AB03505,111004301,White River,04-Oct-11,19,376,1,33.33,0,10,0.53,0.27,95.74,0,0.8,0.27,051202020504
1902,WWL-08-0004,MHAB,AB03516,111005301,White River,05-Oct-11,24,210,4,55.56,0.48,8,7.14,0.48,86.67,0,7.62,0.48,051202020803
1902,WWU-07-0002,MHAB,AB03524,111011301,West Fork White River,11-Oct-11,43,158,6,16,34.18,8,7.59,9.49,35.44,2.53,6.33,6.96,051202010705
1902,WWU-07-0002,MHAB,AB05568,111011302,West Fork White River,11-Oct-11,51,184,8,17.65,30.98,9,7.07,17.93,35.33,7.61,7.07,4.35,051202010705
1902,WWU-07-0001,MHAB,AB03530,111011303,White River,11-Oct-11,66,455,20,39.29,6.37,16,44.4,3.3,12.53,6.37,34.29,0.22,051202010701
1902,WWE-07-0004,MHAB,AB03502,111012301,Eel River,12-Oct-11,60,349,18,35.94,8.88,20,36.68,4.58,11.46,7.45,37.54,1.43,051202030706
1931,WPA-04-0010,MHAB,AB08488,120709301,Buffalo Stream,09-Jul-12,34,82,2,5.88,15.85,11,1.22,12.2,35.37,2.44,13.41,2.44,051202090404
1941,WPA070-0040,MHAB,AB07953,120710101,South Fork Patoka River,10-Jul-12,23,53,4,70,13.21,7,11.32,3.77,11.32,15.09,22.64,3.77,051202090703
1931,WPA-05-0002,MHAB,AB08474,120710301,Flat Creek,10-Jul-12,36,79,2,11.76,18.99,15,0,17.72,24.05,24.05,10.13,1.27,051202090503
1941,WPA070-0039,MHAB,AB07952,120710102,Turkey Creek,10-Jul-12,22,138,0,3.64,50.72,7,0,76.81,7.25,5.8,10.87,0.72,051202090703
1931,WPA-02-0001,MHAB,AB08501,120711301,Straight River,11-Jul-12,20,69,0,0,5.8,5,0,2.9,53.62,4.35,15.94,5.8,051202090202
1931,WPA-03-0006,MHAB,AB08481,120711101,Hunley Creek,11-Jul-12,43,146,4,16.67,29.45,5,7.53,16.44,32.88,21.23,19.18,3.42,051202090303
1931,WPA-02-0004,MHAB,AB08478,120711302,Straight River,11-Jul-12,10,19,0,0,0,3,0,0,31.58,26.32,5.26,0,051202090202
